state,date,inpatient_beds,inpatient_beds_used,inpatient_beds_used_covid,dec_percent_bed_used,dec_percent_beds_used_COVID,dec_percent_COVID_of_beds_used
VI,1/13/22,168,100,18,0.595238095,0.107142857,0.18
DE,2/10/21,3304,2476,281,0.749394673,0.085048426,0.113489499
MO,10/22/21,17360,14256,1151,0.821198157,0.066301843,0.080737935
MS,3/11/22,8768,5652,234,0.644616788,0.026687956,0.041401274
AK,1/9/22,1559,1209,90,0.775497114,0.057729314,0.074441687
NE,12/12/21,4531,3419,628,0.754579563,0.13860075,0.183679438
TN,1/7/22,20424,14501,2669,0.709998042,0.130679593,0.184056272
OR,10/29/21,7109,5640,590,0.793360529,0.082993389,0.104609929
ND,11/9/21,2010,1623,260,0.807462687,0.129353234,0.160197166
MD,3/17/22,9205,7598,304,0.825420967,0.03302553,0.040010529
UT,4/19/20,4611,1680,128,0.364346129,0.027759705,0.076190476
WA,4/4/21,13944,9286,690,0.665949512,0.049483649,0.074305406
NE,2/19/22,4618,3261,384,0.706149848,0.08315288,0.11775529
ND,2/8/22,2007,1578,182,0.786248132,0.090682611,0.115335868
NM,12/27/21,4261,3040,556,0.713447548,0.130485801,0.182894737
MT,11/9/21,2752,2127,383,0.772892442,0.139171512,0.18006582
MS,1/18/22,8231,5425,1593,0.65909367,0.19353663,0.293640553
SC,4/25/21,10699,7735,452,0.722964763,0.042246939,0.058435682
AL,11/16/21,15101,11721,387,0.776173763,0.025627442,0.033017661
AS,3/6/22,150,66,0,0.44,0,0
MO,10/26/21,15486,12382,1088,0.799560894,0.070257006,0.087869488
MS,2/21/20,16,14,0,0.875,0,0
OK,1/28/22,10258,7926,2301,0.772665237,0.224312732,0.290310371
KS,4/17/21,8843,4919,187,0.556259188,0.02114667,0.038015857
MD,12/28/21,10478,8466,2217,0.807978622,0.211586181,0.261871013
NJ,11/1/21,21797,14563,734,0.668119466,0.033674359,0.050401703
NM,3/9/22,4201,3107,202,0.739585813,0.04808379,0.065014483
PA,3/19/22,31226,24830,864,0.795170691,0.02766925,0.034796617
IA,1/31/22,7352,5001,847,0.680223069,0.115206746,0.169366127
MS,12/24/21,8638,5129,328,0.593771706,0.037971753,0.063950088
MS,1/23/22,8768,5715,1624,0.651802007,0.185218978,0.284164479
NM,10/24/21,4356,3076,416,0.706152433,0.095500459,0.135240572
NV,4/15/20,5157,2830,843,0.548768664,0.163467132,0.297879859
VA,3/3/22,17992,13458,861,0.747999111,0.047854602,0.063976817
SD,2/3/22,2422,1639,351,0.67671346,0.144921552,0.214154973
NY,2/27/21,53638,39221,6247,0.731216675,0.116465938,0.159276918
AZ,3/27/21,16875,11402,593,0.675674074,0.035140741,0.05200842
NE,4/24/21,4367,2850,141,0.652621937,0.032287612,0.049473684
TN,2/17/22,20312,15032,2238,0.74005514,0.110181174,0.148882384
AL,5/2/21,15442,10864,457,0.703535811,0.029594612,0.042065538
KS,4/21/20,5885,2235,208,0.379779099,0.035344095,0.093064877
OH,2/23/21,29855,21172,1688,0.709160945,0.056539943,0.079727943
UT,4/21/21,6215,3763,141,0.605470636,0.022687047,0.037470104
DE,3/16/22,3182,2505,107,0.787240729,0.03362665,0.042714571
OR,11/17/21,6986,5585,518,0.799456055,0.074148297,0.092748433
ND,2/15/22,1978,1542,192,0.779575329,0.097067745,0.124513619
RI,3/8/20,79,40,0,0.506329114,0,0
MD,1/5/22,11966,10129,3484,0.846481698,0.291158282,0.343962879
MO,4/11/21,16727,12925,779,0.772702816,0.046571411,0.060270793
WA,3/6/22,12260,9677,825,0.789314845,0.067292007,0.085253694
IL,4/2/21,32007,21713,1499,0.678382854,0.046833505,0.069036982
OR,12/18/21,7021,5569,481,0.793191853,0.068508759,0.086370982
MA,1/18/22,16452,13885,2993,0.843970338,0.18192317,0.215556356
WY,4/18/21,1731,756,26,0.436741768,0.01502022,0.034391534
OR,11/6/21,7078,5575,633,0.787651879,0.089432043,0.113542601
AL,4/15/20,9524,4770,499,0.500839983,0.052393952,0.104612159
MD,4/15/21,11841,9952,1476,0.840469555,0.124651634,0.148311897
SD,12/17/21,2767,1781,248,0.643657391,0.089627756,0.139247614
NM,4/18/21,4339,2875,138,0.662595068,0.031804563,0.048
AL,2/12/22,15095,11574,1992,0.766743955,0.131964227,0.172109902
AZ,2/18/22,17197,13656,1742,0.794091993,0.101296738,0.127562976
LA,1/29/22,12888,9617,1685,0.746198014,0.130741775,0.175210565
MT,4/19/20,3034,925,44,0.304878049,0.014502307,0.047567568
NV,11/29/21,8441,6615,676,0.78367492,0.080085298,0.102191988
KS,3/12/21,8853,5100,239,0.576075906,0.026996498,0.046862745
FL,4/15/21,59144,47013,3842,0.794890437,0.064960097,0.081722077
AL,10/28/21,15245,11730,654,0.769432601,0.042899311,0.055754476
NY,11/15/21,44914,35857,2375,0.798347954,0.052878835,0.066235324
DC,12/18/21,3457,2693,187,0.778999132,0.054093144,0.069439287
WA,10/21/21,12819,10465,1290,0.816366331,0.100631875,0.123268036
HI,11/18/21,2603,2033,62,0.781021898,0.023818671,0.030496803
CO,4/15/21,11922,8341,589,0.699630934,0.049404462,0.070615034
WA,1/21/22,12438,10501,2502,0.844267567,0.201157742,0.238263023
UT,2/8/22,5570,3349,687,0.601256732,0.123339318,0.205135861
SD,3/20/21,2818,1426,62,0.506032647,0.022001419,0.043478261
NJ,12/28/21,21787,14939,3449,0.685684124,0.158305411,0.230872214
OR,12/20/21,6923,5340,457,0.771341904,0.066011845,0.085580524
MO,1/27/22,17241,14619,3706,0.847920654,0.214952729,0.253505712
MO,2/24/21,17636,14103,1209,0.799671127,0.06855296,0.085726441
MT,4/16/21,3189,2040,50,0.639698965,0.015678896,0.024509804
VA,12/10/21,18010,13873,1353,0.770294281,0.075124931,0.097527572
PA,1/7/22,30760,26329,7669,0.855949285,0.249317295,0.29127578
IN,1/14/20,30,13,0,0.433333333,0,0
MD,3/18/21,12049,9642,1076,0.800232384,0.089302017,0.111595105
ID,12/14/21,3092,2317,302,0.749353169,0.09767141,0.130340958
CA,2/8/22,64542,51553,10489,0.798751201,0.162514332,0.203460516
MD,4/23/21,12090,9972,1380,0.824813896,0.114143921,0.138387485
NC,1/6/22,23592,19002,3838,0.805442523,0.162682265,0.201978739
ME,3/14/21,3299,2192,105,0.664443771,0.031827827,0.04790146
ME,3/28/21,3304,2205,98,0.667372881,0.029661017,0.044444444
LA,2/13/21,13975,9191,783,0.657674419,0.056028623,0.085192036
PR,3/2/21,9539,5405,183,0.566621239,0.019184401,0.033857539
MO,4/20/21,15256,11807,769,0.773925013,0.050406397,0.065130855
AK,11/6/21,1571,1098,146,0.698917887,0.092934437,0.132969035
WI,11/29/21,12449,8839,1563,0.710016869,0.125552253,0.176829958
FL,11/1/21,55153,41705,1902,0.756169202,0.034485885,0.045606042
ND,4/3/21,2385,1550,89,0.649895178,0.037316562,0.057419355
FL,1/2/22,58983,44179,6504,0.749012427,0.110269061,0.147219267
KS,3/4/21,8803,5260,261,0.597523572,0.029648983,0.049619772
MT,4/11/20,1286,429,44,0.333592535,0.034214619,0.102564103
HI,11/29/21,2518,1817,56,0.721604448,0.022239873,0.030820033
NE,2/27/21,4352,2769,171,0.636259191,0.039292279,0.061755146
MI,4/1/21,23475,18324,2740,0.78057508,0.116719915,0.14953067
RI,12/5/21,2385,2042,191,0.856184486,0.080083857,0.093535749
MA,12/19/21,17868,15312,1256,0.856950974,0.070293262,0.082027168
OK,1/29/22,10195,7647,2219,0.750073565,0.217655714,0.290179155
AS,10/25/21,150,80,0,0.533333333,0,0
WV,4/20/20,5973,3115,288,0.521513477,0.048216976,0.092455859
CO,2/16/21,11064,7373,524,0.666395517,0.04736081,0.071070121
WY,2/25/21,1736,784,28,0.451612903,0.016129032,0.035714286
FL,3/21/22,56466,42955,1355,0.760723267,0.023996741,0.03154464
PR,10/30/21,9480,6223,55,0.656434599,0.005801688,0.008838181
MD,1/22/22,11969,10079,2767,0.842092071,0.23118055,0.274531203
MT,11/24/21,2980,2145,240,0.719798658,0.080536913,0.111888112
NM,1/24/22,4285,3279,807,0.765227538,0.188331389,0.246111619
CA,2/19/21,65104,49677,7814,0.763040673,0.120023347,0.157296133
AR,2/5/22,9230,6617,1580,0.716901408,0.171180932,0.238778903
NY,12/2/21,49337,40858,3528,0.828141152,0.071508199,0.086347839
TX,10/30/21,67529,49349,4010,0.730782331,0.059381895,0.081257979
TN,4/11/20,8168,4012,325,0.491185113,0.039789422,0.081006979
ME,5/6/21,3317,2365,153,0.712993669,0.046126017,0.064693446
MT,10/28/21,3023,2277,448,0.753225273,0.148197155,0.19675011
MO,3/1/21,15449,11372,1000,0.736099424,0.064729109,0.08793528
NV,4/7/21,8757,6331,330,0.722964486,0.037684138,0.052124467
NJ,3/5/22,24315,15851,677,0.651902118,0.027842895,0.042710239
IA,2/17/21,8056,5080,257,0.630585899,0.031901688,0.050590551
AZ,1/23/22,17618,13851,3692,0.786184584,0.209558406,0.266551152
MO,2/12/21,17283,13457,1412,0.778626396,0.081698779,0.104926804
FL,4/25/21,58664,44144,3719,0.752488749,0.063394927,0.08424701
MI,2/17/21,23195,17263,934,0.744255227,0.040267299,0.054104153
NH,12/14/21,2831,2322,481,0.820204875,0.169904627,0.207149009
CA,4/7/20,32400,14303,5348,0.441450617,0.165061728,0.373907572
NJ,4/7/21,24529,17604,2459,0.717681112,0.100248685,0.139684163
WI,2/17/22,12568,9281,874,0.738462763,0.069541693,0.094170887
VT,11/12/21,1239,956,54,0.771589992,0.043583535,0.056485356
MT,5/1/21,3181,1930,58,0.606727444,0.01823326,0.030051813
TX,11/24/21,61273,46392,3333,0.757136096,0.0543959,0.071844283
FL,1/20/22,60505,50059,11450,0.827353111,0.189240559,0.228730098
MD,11/19/21,11752,9935,755,0.845388019,0.064244384,0.075993961
IA,4/14/20,8074,3409,113,0.42221947,0.013995541,0.033147551
AK,12/30/21,1597,1153,57,0.72197871,0.035691922,0.049436253
OR,11/13/21,7065,5535,566,0.78343949,0.080113234,0.102258356
ME,12/22/21,3371,2410,389,0.714921388,0.115396025,0.161410788
SD,3/17/22,2433,1582,81,0.650226058,0.033292232,0.051201011
MN,3/24/21,10036,7694,416,0.766640096,0.041450777,0.054068105
FL,2/24/21,59079,47111,4706,0.797423788,0.079656054,0.099891745
OH,3/27/21,32275,22103,1419,0.684833462,0.043965918,0.06419943
GA,10/23/21,23199,17671,1764,0.761713867,0.07603776,0.099824571
CA,2/23/22,66554,52009,5655,0.78145566,0.084968597,0.108731181
SD,2/2/22,2429,1650,343,0.67929189,0.141210375,0.207878788
KY,4/9/21,14449,8763,406,0.606477957,0.02809883,0.046331165
KY,10/25/21,10423,8003,986,0.767821165,0.094598484,0.123203799
NJ,3/30/21,21563,15414,2423,0.714835598,0.112368409,0.157194758
MN,2/6/22,9369,7621,1231,0.81342726,0.131390757,0.161527359
PA,4/13/20,22789,11096,1956,0.486901575,0.085830883,0.17627974
SC,4/11/21,11462,8179,549,0.713575292,0.0478974,0.06712312
HI,1/18/22,2493,1988,398,0.797432812,0.159647012,0.200201207
VA,11/26/21,17987,12292,969,0.683382443,0.053872241,0.07883176
PR,4/11/21,9257,5477,417,0.591660365,0.045046991,0.076136571
WI,12/14/21,12853,9742,1882,0.757955341,0.146424959,0.193184151
SD,11/7/21,2790,1648,217,0.590681004,0.077777778,0.131674757
CO,3/30/21,11110,7375,407,0.663816382,0.036633663,0.055186441
PA,11/19/21,31100,26736,3648,0.859678457,0.117299035,0.136445242
WV,4/23/21,6197,4780,296,0.771340971,0.047765048,0.061924686
VI,12/26/21,168,85,4,0.505952381,0.023809524,0.047058824
LA,3/16/21,13991,9424,405,0.67357587,0.02894718,0.042975382
MS,12/26/21,8555,4934,372,0.576738749,0.043483343,0.075395217
HI,4/4/21,2648,1858,55,0.701661631,0.020770393,0.029601722
OH,2/10/22,29964,24037,3126,0.802195968,0.10432519,0.130049507
IN,12/17/21,17739,14216,2990,0.801398049,0.168555161,0.210326393
ME,3/19/22,3248,2349,109,0.723214286,0.033559113,0.046402725
CO,2/26/21,11839,8017,461,0.67716868,0.0389391,0.057502807
RI,2/9/22,2318,1983,163,0.855478861,0.070319241,0.082198689
ME,11/7/21,3332,2356,231,0.707082833,0.069327731,0.098047538
VT,2/7/22,1244,892,91,0.717041801,0.073151125,0.102017937
OK,4/28/21,10815,7886,306,0.729172446,0.028294036,0.038802942
IA,12/12/21,7535,5211,834,0.691572661,0.110683477,0.160046056
ME,3/19/21,3321,2339,97,0.704305932,0.02920807,0.041470714
ID,2/8/22,3092,2273,531,0.735122898,0.171733506,0.233611967
WY,2/10/22,1766,833,114,0.471687429,0.064552661,0.136854742
TN,4/20/21,20090,13544,989,0.674166252,0.049228472,0.073021264
IL,3/18/21,32238,22349,1218,0.693250202,0.0377815,0.054499083
IN,1/7/22,16548,13366,3342,0.807710902,0.201957941,0.250037408
OR,3/13/21,6976,5036,179,0.72190367,0.025659404,0.035544083
SD,1/6/22,2723,1767,303,0.648916636,0.11127433,0.17147708
WV,3/22/22,5757,4543,249,0.789126281,0.043251694,0.054809597
WV,3/12/22,5603,4527,343,0.807960021,0.061217205,0.075767617
AR,1/17/22,8175,5715,1433,0.699082569,0.17529052,0.250743657
MA,4/20/20,5479,4669,1536,0.852162803,0.280343128,0.328978368
MT,4/16/20,2996,977,30,0.326101469,0.010013351,0.030706244
CT,5/2/21,8426,6408,405,0.760503204,0.048065512,0.063202247
CO,3/8/22,10545,7187,327,0.681555239,0.031009957,0.045498817
VT,10/26/21,1215,948,57,0.780246914,0.04691358,0.060126582
OK,1/10/22,9202,6837,1499,0.742990654,0.16289937,0.219248208
GA,4/13/20,9746,5051,1071,0.518263903,0.109891237,0.21203722
DC,4/17/20,2247,1409,373,0.6270583,0.16599911,0.264726757
NE,1/17/22,4157,3103,699,0.746451768,0.168150108,0.225265872
NC,4/3/21,24120,16901,956,0.700704809,0.039635158,0.0565647
WV,3/21/21,6191,4483,234,0.724115652,0.037796802,0.052197189
PR,12/11/21,9296,5792,45,0.623063683,0.004840792,0.007769337
SD,5/2/21,2831,1547,100,0.546450018,0.035323207,0.064641241
NY,2/20/22,49156,36978,3036,0.752258117,0.061762552,0.082102872
MT,11/6/21,3000,2252,371,0.750666667,0.123666667,0.164742451
PR,3/10/22,9337,5859,54,0.627503481,0.005783442,0.00921659
CA,1/16/22,65824,52853,14902,0.802944215,0.22639159,0.281951829
VT,2/14/22,1235,955,69,0.773279352,0.055870445,0.072251309
ID,3/6/22,3222,2136,148,0.662942272,0.045934202,0.06928839
NJ,11/26/21,24432,15530,916,0.635641781,0.037491814,0.058982614
AL,2/18/21,15352,11601,1223,0.755667014,0.079663887,0.105421946
KY,1/16/22,11596,8788,2301,0.757847534,0.198430493,0.26183432
SC,2/18/21,10763,8632,1059,0.802006875,0.098392641,0.12268304
KS,1/23/22,8735,5076,1249,0.581110475,0.142987979,0.24605989
LA,2/11/21,14123,9840,899,0.696735821,0.063655031,0.091361789
WV,3/26/21,6298,4804,270,0.762781836,0.042870753,0.056203164
AZ,1/21/22,17954,14383,3547,0.801102818,0.197560432,0.246610582
DE,11/30/21,2902,2187,264,0.753618194,0.090971744,0.120713306
MO,3/21/22,15007,11688,636,0.778836543,0.042380223,0.054414784
WY,3/6/20,14,9,0,0.642857143,0,0
CO,12/17/21,11966,8631,1244,0.721293665,0.103961223,0.144131619
KY,11/2/21,10589,8064,848,0.761545,0.080083105,0.10515873
MT,2/11/21,3208,2058,111,0.641521197,0.034600998,0.05393586
WA,10/20/21,12750,10425,1306,0.817647059,0.102431373,0.125275779
ID,1/10/22,3029,2196,357,0.724991746,0.11786068,0.162568306
AS,12/19/21,150,65,0,0.433333333,0,0
OR,3/13/22,7074,5315,381,0.751342946,0.053859203,0.071683913
LA,11/11/21,12716,9437,208,0.742135892,0.016357345,0.022040903
NH,3/16/22,2953,2419,60,0.819166949,0.02031832,0.024803638
AK,1/26/22,1569,1141,193,0.727214786,0.123008286,0.169149869
NH,4/26/21,2900,1910,102,0.65862069,0.035172414,0.053403141
ID,2/7/22,3086,2188,537,0.709008425,0.174011666,0.245429616
IL,1/23/22,30819,22114,5416,0.717544372,0.175735747,0.244912725
SC,1/5/22,11706,9341,1521,0.797966855,0.129933368,0.162830532
ME,11/26/21,3344,2251,338,0.673145933,0.101076555,0.150155486
GA,10/18/21,21123,16194,2097,0.766652464,0.099275671,0.129492405
KS,10/30/21,8362,5035,452,0.602128677,0.054054054,0.089771599
SC,11/20/21,11678,8752,423,0.749443398,0.036221956,0.04833181
ME,2/4/22,3238,2397,396,0.740271773,0.122297715,0.165206508
AK,4/21/21,1671,993,47,0.594254937,0.02812687,0.047331319
MA,2/12/22,18239,15636,930,0.857283842,0.050989638,0.059478127
CT,3/18/22,8110,6360,127,0.784217016,0.015659679,0.019968553
RI,1/13/22,2310,2021,555,0.874891775,0.24025974,0.274616526
RI,1/1/22,2255,1896,341,0.840798226,0.151219512,0.179852321
IL,10/27/21,31345,22931,1258,0.731568033,0.040133993,0.054860233
CT,3/17/22,8110,6292,124,0.775832306,0.015289766,0.019707565
NM,3/21/21,4353,2710,141,0.622559155,0.032391454,0.05202952
PR,1/17/22,9325,5506,981,0.590455764,0.105201072,0.17816927
NH,3/14/21,3131,2149,82,0.686362185,0.026189716,0.038157282
WA,10/29/21,12436,9907,1214,0.796638791,0.097619813,0.122539618
OR,10/25/21,7050,5490,662,0.778723404,0.093900709,0.120582878
NH,2/14/21,3137,2110,137,0.67261715,0.043672298,0.06492891
HI,11/24/21,2600,2395,53,0.921153846,0.020384615,0.022129436
TN,4/2/21,20117,12729,870,0.632748422,0.043247005,0.068347867
NE,2/28/22,4282,3056,286,0.713685194,0.066791219,0.093586387
OK,2/4/22,10203,7699,1945,0.754581986,0.190630207,0.252630212
ID,1/3/22,2988,2169,275,0.725903614,0.092034806,0.126786538
IN,2/7/22,14564,11068,2190,0.759956056,0.150370777,0.197867727
MS,11/21/21,8625,5378,196,0.623536232,0.022724638,0.036444775
TX,4/6/21,69333,48133,3494,0.694229299,0.050394473,0.07259053
NC,4/13/20,8451,4490,326,0.531298071,0.038575317,0.072605791
MN,12/13/21,9865,7941,1750,0.804967055,0.17739483,0.220375268
SD,12/7/21,2597,1738,267,0.669233731,0.102810936,0.153624856
LA,4/10/21,14007,8901,271,0.63546798,0.019347469,0.030446017
CA,3/19/21,63932,48295,3211,0.755412,0.050225239,0.066487214
HI,3/2/21,2472,1653,39,0.66868932,0.015776699,0.023593466
AS,11/13/21,150,66,0,0.44,0,0
FL,11/7/21,58954,43567,1605,0.738999898,0.027224616,0.03683981
NE,4/18/20,3691,1593,232,0.431590355,0.062855595,0.145637163
GA,4/30/21,23248,18019,1499,0.775077426,0.064478665,0.083189966
IN,3/12/22,16489,12076,464,0.732367033,0.028139972,0.038423319
AZ,1/2/22,16588,12933,2506,0.779659995,0.151073065,0.193767881
CA,1/6/22,65815,53172,9863,0.807900934,0.149859455,0.185492364
CO,11/28/21,11879,8158,1534,0.686758145,0.129135449,0.188036283
NY,4/8/21,53465,40284,5175,0.753464884,0.096792294,0.128462913
AZ,11/17/21,17413,13587,2406,0.780279102,0.13817263,0.177081033
TX,12/20/21,59258,44200,3738,0.74589085,0.06308009,0.084570136
NY,4/20/20,34117,24628,12507,0.721868863,0.366591435,0.507836609
MO,3/1/22,15295,12346,1202,0.807191893,0.078587774,0.097359469
CO,3/13/21,11886,7513,387,0.632088171,0.032559313,0.051510715
AS,3/1/22,150,41,0,0.273333333,0,0
CT,12/8/21,8458,7123,633,0.842161267,0.074840388,0.08886705
WA,3/13/21,13774,9554,370,0.693625672,0.026862204,0.038727235
IL,1/17/22,29062,21612,6698,0.743651504,0.230472782,0.309920415
TN,3/7/22,18944,13112,866,0.69214527,0.045713682,0.06604637
PA,1/24/22,29403,24812,6636,0.84385947,0.225691256,0.267451233
TN,2/28/21,20193,12701,960,0.62898034,0.047541227,0.0755846
ND,12/22/21,2221,1782,213,0.802341288,0.095902747,0.11952862
NY,2/10/22,49292,39432,4701,0.79996754,0.095370446,0.119217894
WI,1/12/22,12913,9752,2509,0.75520793,0.194300318,0.257280558
IA,10/24/21,7464,5011,544,0.671355841,0.072883173,0.108561165
IN,4/25/21,19071,11863,890,0.622043941,0.046667715,0.075023181
MT,1/31/20,36,13,0,0.361111111,0,0
GA,3/8/21,20971,15752,2039,0.751132516,0.097229507,0.12944388
CO,2/22/22,10546,7171,652,0.67997345,0.061824388,0.090921768
NE,11/9/21,4108,3243,441,0.789435248,0.107351509,0.135985199
MO,2/13/21,17161,12964,1338,0.755433833,0.077967484,0.103208886
NC,10/30/21,23593,18150,1297,0.769295978,0.054973933,0.071460055
WV,2/7/22,5649,4639,1143,0.821207293,0.202336697,0.246389308
ME,11/16/21,3088,2296,298,0.743523316,0.096502591,0.129790941
WV,2/27/21,6291,4548,311,0.72293753,0.049435702,0.068381706
OR,4/16/20,3939,1638,156,0.415841584,0.03960396,0.095238095
MA,1/4/22,16141,13634,2161,0.844681247,0.133882659,0.158500807
MS,4/20/21,8125,5087,255,0.626092308,0.031384615,0.050127777
OR,5/3/21,6958,4963,406,0.713279678,0.058350101,0.08180536
MN,2/14/20,46,,0,0,0,#DIV/0!
NV,12/18/21,8401,6754,722,0.80395191,0.08594215,0.106899615
KS,1/25/22,8466,5211,1287,0.615520907,0.152019844,0.246977547
ID,4/21/21,3756,2349,143,0.625399361,0.038072417,0.060876969
NM,5/5/21,4306,3127,165,0.726196006,0.038318625,0.05276623
MS,10/22/21,8876,5925,379,0.667530419,0.042699414,0.063966245
NM,10/23/21,4350,3199,405,0.735402299,0.093103448,0.126602063
AR,12/31/21,9214,6700,704,0.72715433,0.07640547,0.105074627
CA,2/20/21,64502,48518,7366,0.75219373,0.114198009,0.151819943
DE,1/2/22,3310,2517,564,0.760422961,0.170392749,0.224076281
PA,11/27/21,31131,25356,4161,0.814493592,0.133660981,0.164103171
AL,3/13/22,15027,10417,421,0.693218873,0.028016237,0.040414707
VI,11/1/21,168,85,1,0.505952381,0.005952381,0.011764706
VA,12/26/21,17995,12025,1786,0.668241178,0.099249792,0.148523909
PA,3/29/21,29640,23183,2363,0.782152497,0.079723347,0.101928137
OR,4/30/21,7065,5254,402,0.743665959,0.056900212,0.076513133
MA,3/20/22,18364,15307,270,0.833532999,0.014702679,0.017638989
RI,4/21/20,2384,1665,438,0.69840604,0.183724832,0.263063063
ME,2/20/21,3323,2161,97,0.65031598,0.029190491,0.044886627
CO,11/19/21,11888,8845,1573,0.744027591,0.132318304,0.177840588
DE,1/29/22,3521,2653,448,0.753479125,0.127236581,0.168865435
NM,4/30/21,3767,2566,133,0.681178657,0.03530661,0.051831645
FL,2/2/22,60690,49506,8428,0.815719229,0.138869666,0.170241991
PR,12/22/21,9262,5450,100,0.588425826,0.010796804,0.018348624
TX,12/1/21,66937,50870,3409,0.759968328,0.050928485,0.067013957
AK,11/14/21,1593,1109,156,0.696170747,0.097928437,0.140667268
RI,4/12/20,1604,1023,276,0.637780549,0.172069825,0.269794721
PR,12/23/21,9487,5608,135,0.591124697,0.014229999,0.024072753
NC,4/8/20,7536,4392,316,0.582802548,0.041932059,0.071948998
VI,11/5/21,168,90,2,0.535714286,0.011904762,0.022222222
